Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
20,Yes,Travel_Frequently,1321,Human Resources,3,1,Human Resources,1,841,3,Female,92,3,1,Human Resources,2,Divorced,17585,20869,3,Y,No,20,3,3,80,2,1,1,1,1,1,1,1
35,Yes,Travel_Frequently,1273,Sales,16,3,Life Sciences,1,842,2,Male,62,1,3,Sales Executive,4,Married,9299,24178,4,Y,No,5,4,1,80,3,17,5,2,1,1,1,1
59,Yes,Travel_Frequently,297,Human Resources,27,1,Marketing,1,843,4,Male,86,3,3,Human Resources,4,Single,9450,23790,0,Y,No,19,4,3,80,2,40,0,3,7,5,2,1
45,No,Travel_Frequently,425,Research & Development,11,5,Other,1,844,1,Female,61,4,1,Laboratory Technician,3,Divorced,15771,23191,8,Y,No,12,3,4,80,1,26,1,3,17,5,1,10
48,No,Travel_Rarely,1059,Sales,6,2,Life Sciences,1,845,4,Female,99,2,1,Sales Executive,3,Divorced,4959,18405,9,Y,Yes,9,4,3,80,3,27,3,3,3,3,1,3
27,No,Travel_Rarely,1491,Research & Development,20,4,Other,1,846,4,Male,37,3,4,Laboratory Technician,1,Single,17450,3176,8,Y,No,18,4,3,80,0,9,3,4,1,1,1,1
22,No,Travel_Frequently,235,Sales,18,4,Marketing,1,847,1,Female,75,4,5,Sales Executive,3,Married,18848,21109,9,Y,No,7,4,3,80,0,5,1,4,2,2,2,2
31,No,Non-Travel,1495,Sales,1,5,Technical Degree,1,848,1,Female,43,3,5,Sales Executive,1,Divorced,15079,7911,7,Y,Yes,8,3,2,80,0,12,6,4,3,3,3,3
26,Yes,Non-Travel,893,Sales,2,4,Life Sciences,1,849,4,Male,100,3,5,Sales Representative,3,Divorced,6717,21880,7,Y,No,12,3,4,80,0,8,1,1,5,4,4,3
49,No,Travel_Rarely,1447,Sales,12,5,Human Resources,1,850,1,Female,57,3,2,Sales Manager,3,Married,7597,5281,7,Y,Yes,15,4,4,80,1,27,2,1,16,8,3,2
51,No,Travel_Frequently,528,Human Resources,27,5,Other,1,851,4,Female,43,3,5,Human Resources,1,Divorced,19609,4501,4,Y,No,14,3,1,80,2,31,1,2,2,2,2,2
30,Yes,Travel_Frequently,391,Sales,2,4,Life Sciences,1,852,4,Female,59,3,4,Sales Manager,3,Divorced,3751,22932,9,Y,No,14,4,3,80,0,13,3,4,13,8,7,9
32,No,Non-Travel,1292,Research & Development,20,4,Marketing,1,853,4,Female,93,2,4,Research Scientist,2,Divorced,13634,13994,5,Y,Yes,19,3,1,80,1,13,4,4,7,7,3,2
26,No,Non-Travel,1383,Human Resources,6,5,Marketing,1,854,1,Male,62,4,2,Manager,4,Married,13369,19614,4,Y,No,12,4,2,80,1,4,2,3,4,4,1,4
34,No,Travel_Frequently,106,Human Resources,3,1,Marketing,1,855,1,Female,73,1,5,Manager,4,Single,16481,2430,7,Y,Yes,10,3,1,80,2,14,0,3,14,2,2,2
37,No,Travel_Frequently,1197,Human Resources,7,4,Technical Degree,1,856,1,Female,81,2,5,Human Resources,2,Divorced,6108,11457,7,Y,Yes,25,3,4,80,2,18,5,3,10,1,1,10
59,Yes,Travel_Rarely,103,Human Resources,15,2,Life Sciences,1,857,2,Female,47,3,4,Human Resources,1,Divorced,4554,12271,1,Y,Yes,17,3,2,80,3,41,1,2,13,7,6,7
55,Yes,Travel_Rarely,770,Sales,16,2,Other,1,858,1,Male,49,4,5,Sales Representative,3,Single,4364,22829,5,Y,Yes,14,4,3,80,1,37,4,1,1,1,1,1
40,No,Travel_Rarely,877,Sales,27,3,Technical Degree,1,859,3,Male,57,4,3,Sales Representative,3,Married,6202,4178,0,Y,No,23,4,2,80,1,18,3,2,18,7,3,8
34,Yes,Non-Travel,1225,Research & Development,6,5,Life Sciences,1,860,1,Male,81,2,5,Laboratory Technician,3,Married,10382,17765,5,Y,Yes,9,3,4,80,2,14,1,2,3,3,3,3
41,No,Non-Travel,1055,Human Resources,12,1,Marketing,1,861,3,Female,70,1,3,Manager,1,Married,18942,9001,1,Y,No,7,3,3,80,1,19,1,3,9,9,7,9
45,No,Non-Travel,764,Research & Development,4,5,Medical,1,862,4,Female,41,4,3,Healthcare Representative,4,Single,4762,4127,8,Y,Yes,13,3,2,80,0,26,6,1,8,2,2,4
53,Yes,Travel_Rarely,392,Research & Development,10,4,Life Sciences,1,863,3,Male,84,1,4,Healthcare Representative,3,Divorced,2075,20946,2,Y,No,11,3,2,80,2,33,0,2,15,1,1,9
29,Yes,Travel_Frequently,155,Sales,11,2,Human Resources,1,864,3,Male,81,1,3,Sales Representative,1,Single,7026,15397,2,Y,Yes,20,3,3,80,0,8,5,3,8,2,1,5
43,Yes,Non-Travel,196,Human Resources,9,2,Other,1,865,1,Female,77,1,2,Human Resources,1,Single,7770,14379,0,Y,No,9,3,1,80,1,21,2,2,11,4,2,3
54,No,Non-Travel,1491,Research & Development,26,2,Other,1,866,2,Male,66,3,2,Research Director,4,Single,15491,12920,3,Y,No,9,3,3,80,3,33,4,3,8,8,4,6
18,Yes,Non-Travel,1403,Sales,24,5,Human Resources,1,867,2,Male,90,3,2,Sales Representative,4,Married,16870,22483,0,Y,Yes,12,4,2,80,2,1,3,3,1,1,1,1
29,No,Travel_Rarely,315,Human Resources,6,3,Marketing,1,868,4,Female,64,2,3,Human Resources,3,Married,11835,17490,5,Y,No,16,3,2,80,3,8,3,3,8,1,1,7
43,No,Non-Travel,895,Research & Development,25,3,Other,1,869,3,Female,93,1,2,Research Director,4,Divorced,8637,21411,9,Y,No,9,4,1,80,3,25,5,2,11,4,2,5
44,No,Travel_Rarely,905,Sales,18,5,Medical,1,870,1,Male,98,2,2,Sales Representative,4,Divorced,5318,6820,5,Y,Yes,14,4,1,80,2,26,6,3,14,4,0,7
50,No,Non-Travel,1065,Human Resources,8,4,Human Resources,1,871,4,Male,51,4,4,Human Resources,1,Single,3931,2133,0,Y,No,8,4,2,80,0,31,5,4,7,7,2,7
25,No,Travel_Rarely,805,Research & Development,6,3,Technical Degree,1,872,2,Male,81,4,3,Healthcare Representative,3,Single,11716,8721,5,Y,No,11,3,1,80,3,8,3,2,8,3,2,7
60,Yes,Travel_Frequently,547,Human Resources,15,1,Medical,1,873,1,Male,72,1,4,Manager,4,Divorced,9346,9231,1,Y,Yes,24,3,1,80,2,42,2,2,14,8,0,7
33,Yes,Travel_Rarely,305,Research & Development,9,5,Life Sciences,1,874,1,Female,66,1,2,Laboratory Technician,1,Divorced,19481,3493,3,Y,Yes,23,4,4,80,1,14,4,4,14,8,3,5
34,Yes,Non-Travel,954,Sales,2,4,Life Sciences,1,875,1,Male,45,1,5,Sales Manager,2,Single,15671,15244,4,Y,Yes,22,3,3,80,0,17,0,2,6,1,1,6
39,No,Non-Travel,520,Research & Development,14,3,Medical,1,876,4,Female,99,3,3,Laboratory Technician,1,Divorced,5266,14522,0,Y,Yes,6,3,1,80,1,22,0,4,16,10,1,8
24,Yes,Travel_Frequently,1394,Sales,18,2,Marketing,1,877,2,Female,68,1,1,Sales Manager,4,Single,17052,12391,1,Y,No,9,4,4,80,1,4,3,3,3,2,2,3
45,Yes,Travel_Rarely,1413,Human Resources,20,1,Medical,1,878,1,Male,49,1,1,Human Resources,2,Divorced,10175,5898,1,Y,No,16,4,1,80,3,28,1,3,13,2,2,3
56,No,Travel_Rarely,384,Research & Development,11,2,Technical Degree,1,879,3,Female,76,4,5,Manufacturing Director,3,Divorced,2066,11273,2,Y,No,20,3,4,80,2,36,4,4,6,6,4,2
56,No,Travel_Rarely,1018,Research & Development,12,1,Marketing,1,880,2,Male,41,4,3,Healthcare Representative,3,Single,8036,16931,6,Y,No,9,4,4,80,3,35,0,3,12,6,4,3
18,Yes,Non-Travel,1011,Sales,1,1,Life Sciences,1,881,1,Female,43,4,3,Sales Manager,3,Single,18775,2168,6,Y,Yes,5,4,1,80,0,1,1,4,1,1,1,1
44,Yes,Non-Travel,681,Research & Development,8,5,Other,1,882,2,Male,31,3,3,Research Scientist,2,Single,7079,19565,2,Y,Yes,13,4,3,80,1,26,0,3,5,3,2,5
20,No,Non-Travel,1417,Research & Development,12,5,Life Sciences,1,883,3,Female,97,4,1,Research Director,1,Married,7397,21400,0,Y,Yes,9,3,3,80,0,1,4,4,1,1,1,1
47,No,Non-Travel,358,Research & Development,20,2,Human Resources,1,884,4,Male,95,3,1,Research Scientist,4,Single,12909,5132,4,Y,Yes,25,4,4,80,2,30,5,3,11,4,4,2
29,No,Non-Travel,1467,Human Resources,25,5,Other,1,885,2,Male,48,3,1,Human Resources,4,Divorced,5781,5189,5,Y,No,12,4,1,80,3,10,6,3,10,1,1,8
40,No,Non-Travel,413,Sales,19,5,Human Resources,1,886,4,Female,96,1,1,Sales Manager,1,Married,13773,21914,0,Y,No,22,4,1,80,2,21,2,4,20,7,0,5
32,No,Non-Travel,386,Research & Development,15,3,Technical Degree,1,887,2,Female,75,3,4,Research Scientist,4,Married,3919,9207,6,Y,No,25,3,4,80,2,10,5,2,8,7,1,5
37,No,Non-Travel,165,Research & Development,24,2,Marketing,1,888,1,Female,65,3,3,Healthcare Representative,3,Married,2156,4621,2,Y,No,19,3,3,80,1,17,6,2,6,4,4,6
38,No,Travel_Rarely,225,Human Resources,19,4,Marketing,1,889,3,Female,60,3,4,Human Resources,3,Married,16816,8976,6,Y,Yes,12,3,2,80,1,16,6,2,6,5,2,6
52,No,Travel_Frequently,303,Research & Development,14,4,Medical,1,890,1,Male,92,2,1,Research Director,3,Divorced,7175,11682,6,Y,Yes,10,3,1,80,1,31,3,4,20,10,1,8
40,No,Non-Travel,1300,Sales,13,2,Technical Degree,1,891,1,Male,50,3,2,Sales Manager,2,Divorced,9557,18387,3,Y,Yes,6,4,2,80,3,19,3,1,12,1,1,2
21,Yes,Travel_Rarely,476,Research & Development,20,2,Other,1,892,2,Male,73,2,3,Laboratory Technician,3,Divorced,2710,16099,7,Y,No,8,4,4,80,1,1,5,3,1,1,0,1
41,No,Non-Travel,1433,Human Resources,1,3,Life Sciences,1,893,3,Female,89,3,5,Manager,4,Divorced,14617,17252,4,Y,No,22,3,3,80,1,21,5,4,7,3,3,2
46,Yes,Non-Travel,805,Sales,22,1,Human Resources,1,894,2,Male,52,1,2,Sales Representative,1,Divorced,3914,23588,7,Y,No,20,4,2,80,0,27,6,1,14,7,6,6
21,Yes,Non-Travel,1388,Human Resources,3,1,Other,1,895,2,Female,91,3,2,Human Resources,2,Divorced,14660,22729,1,Y,No,18,3,2,80,1,2,5,2,2,2,2,1
40,Yes,Travel_Rarely,494,Human Resources,8,2,Technical Degree,1,896,3,Male,32,4,5,Manager,2,Single,12209,3312,7,Y,Yes,5,3,2,80,2,18,5,2,3,3,2,3
34,No,Non-Travel,1498,Human Resources,16,5,Other,1,897,2,Female,93,3,4,Manager,2,Married,8609,15524,8,Y,No,15,3,1,80,1,17,0,1,9,2,2,9
19,No,Travel_Rarely,747,Sales,15,2,Other,1,898,4,Female,74,3,3,Sales Representative,3,Married,11163,9228,3,Y,No,12,4,4,80,1,1,3,4,1,1,1,1
50,No,Travel_Frequently,946,Research & Development,12,4,Medical,1,899,3,Female,46,4,5,Research Director,1,Divorced,2190,20595,1,Y,No,18,4,2,80,2,28,6,1,10,7,2,6
46,No,Travel_Frequently,1278,Human Resources,15,4,Medical,1,900,2,Female,44,1,3,Human Resources,2,Divorced,6292,11868,9,Y,No,18,4,2,80,0,25,3,3,9,5,2,2
60,No,Non-Travel,1430,Human Resources,28,3,Technical Degree,1,901,2,Male,97,4,2,Manager,2,Married,9542,6389,8,Y,Yes,7,4,2,80,2,40,5,4,2,2,0,2
54,No,Non-Travel,331,Sales,13,1,Other,1,902,3,Female,38,1,4,Sales Representative,3,Married,2142,6532,3,Y,No,9,3,2,80,3,35,6,4,8,3,3,4
52,No,Non-Travel,523,Sales,26,2,Technical Degree,1,903,4,Male,78,3,5,Sales Manager,2,Single,4811,2285,8,Y,No,15,4,1,80,3,31,3,3,18,10,6,8
21,Yes,Travel_Rarely,1073,Human Resources,2,2,Marketing,1,904,2,Male,74,1,1,Manager,1,Single,5595,19386,0,Y,Yes,25,3,3,80,1,1,5,3,1,1,1,1
21,Yes,Non-Travel,1422,Sales,22,1,Marketing,1,905,3,Female,57,3,5,Sales Representative,1,Single,18877,17640,3,Y,Yes,14,4,2,80,2,1,4,1,1,1,1,1
43,Yes,Non-Travel,1244,Research & Development,3,3,Technical Degree,1,906,1,Female,56,1,4,Manufacturing Director,3,Married,19272,17850,9,Y,No,8,4,4,80,2,21,6,4,5,5,1,5
54,No,Travel_Rarely,867,Human Resources,3,4,Marketing,1,907,4,Female,54,3,2,Human Resources,3,Married,8795,10374,7,Y,No,16,3,4,80,1,32,4,2,11,1,1,9
33,No,Travel_Rarely,236,Research & Development,22,5,Human Resources,1,908,4,Male,72,4,2,Research Director,2,Divorced,3419,19675,2,Y,Yes,13,4,1,80,3,11,0,2,11,8,5,9
39,Yes,Travel_Rarely,1160,Sales,11,4,Medical,1,909,1,Male,77,2,4,Sales Representative,4,Single,6121,11824,1,Y,No,18,3,2,80,1,22,4,1,12,1,1,6
18,No,Travel_Rarely,1084,Research & Development,30,5,Other,1,910,1,Female,94,1,4,Manufacturing Director,4,Single,6203,14777,1,Y,Yes,11,3,1,80,3,1,0,2,1,1,1,1
35,Yes,Travel_Rarely,346,Sales,24,3,Other,1,911,3,Male,90,4,2,Sales Representative,4,Single,15998,5549,7,Y,No,17,4,4,80,0,18,3,4,15,8,1,10
57,Yes,Travel_Frequently,501,Sales,23,2,Medical,1,912,1,Female,88,2,1,Sales Representative,1,Divorced,13944,22451,5,Y,Yes,11,3,3,80,0,36,4,2,6,5,2,6
41,No,Travel_Frequently,912,Research & Development,19,2,Technical Degree,1,913,2,Female,49,1,3,Research Scientist,4,Married,4268,15731,1,Y,No,5,3,3,80,3,19,5,2,11,1,1,1
39,Yes,Travel_Rarely,1066,Sales,16,2,Medical,1,914,4,Female,41,4,5,Sales Representative,3,Divorced,15202,10262,1,Y,Yes,17,3,2,80,1,21,0,2,6,2,2,6
49,No,Travel_Rarely,694,Sales,13,4,Technical Degree,1,915,4,Male,30,1,5,Sales Executive,1,Divorced,6211,3290,8,Y,No,6,3,1,80,1,29,5,3,9,9,2,8
38,Yes,Travel_Rarely,961,Sales,29,1,Human Resources,1,916,1,Male,57,1,2,Sales Representative,1,Divorced,12494,14497,1,Y,Yes,24,3,1,80,1,19,4,1,7,1,1,4
56,Yes,Travel_Frequently,1213,Human Resources,2,5,Technical Degree,1,917,3,Male,53,1,1,Human Resources,2,Single,12980,22479,2,Y,Yes,6,3,4,80,2,38,3,4,8,6,4,2
44,No,Non-Travel,1037,Research & Development,22,5,Other,1,918,1,Female,30,1,1,Healthcare Representative,3,Single,10402,13386,6,Y,No,12,3,2,80,1,26,0,2,3,3,3,3
30,No,Travel_Frequently,829,Research & Development,10,5,Marketing,1,919,4,Female,33,4,5,Research Scientist,1,Divorced,15375,5402,2,Y,Yes,17,4,4,80,0,13,3,4,13,10,3,8
52,Yes,Travel_Frequently,476,Human Resources,21,2,Technical Degree,1,920,2,Male,84,1,1,Manager,4,Married,7207,16164,6,Y,No,18,4,4,80,0,35,3,1,6,6,6,3
53,Yes,Non-Travel,760,Human Resources,11,3,Human Resources,1,921,3,Male,93,2,3,Human Resources,1,Married,16215,14457,5,Y,No,14,3,3,80,0,35,0,1,16,8,7,3
46,No,Non-Travel,731,Human Resources,19,3,Technical Degree,1,922,1,Male,97,3,5,Human Resources,1,Married,5740,16042,5,Y,Yes,6,3,2,80,0,27,2,3,12,2,2,2
46,Yes,Travel_Frequently,1418,Human Resources,7,4,Life Sciences,1,923,3,Female,94,4,1,Human Resources,2,Married,4090,14826,0,Y,No,25,3,1,80,1,24,5,4,4,3,3,1
29,No,Travel_Rarely,453,Human Resources,6,2,Technical Degree,1,924,4,Male,79,3,1,Human Resources,3,Single,10574,23338,0,Y,No,18,3,2,80,0,7,6,4,7,4,0,3
38,No,Travel_Rarely,1422,Sales,22,1,Other,1,925,3,Female,68,3,4,Sales Representative,1,Divorced,13858,10295,7,Y,No,16,3,3,80,2,18,5,4,2,2,2,2
52,No,Travel_Rarely,1112,Human Resources,18,5,Medical,1,926,2,Female,57,3,5,Manager,2,Married,15647,16227,3,Y,No,17,4,1,80,1,35,3,4,12,9,6,3
18,No,Travel_Frequently,829,Sales,27,2,Other,1,927,1,Female,33,3,5,Sales Manager,2,Single,3037,12013,4,Y,Yes,15,3,3,80,1,1,3,4,1,1,1,1
18,Yes,Travel_Frequently,1465,Research & Development,15,2,Marketing,1,928,4,Male,30,1,2,Healthcare Representative,2,Married,13316,9919,7,Y,No,22,3,3,80,0,1,0,3,1,1,1,1
26,No,Travel_Rarely,1500,Human Resources,7,3,Life Sciences,1,929,1,Male,59,2,5,Human Resources,1,Married,10677,9333,5,Y,No,20,4,1,80,0,5,1,2,3,3,3,3
35,No,Travel_Frequently,1115,Sales,13,3,Medical,1,930,3,Male,58,3,2,Sales Representative,3,Married,13910,19318,2,Y,No,11,4,1,80,3,18,5,3,12,2,0,9
56,No,Travel_Rarely,1070,Research & Development,27,2,Marketing,1,931,2,Male,53,4,4,Research Scientist,2,Divorced,6447,19819,5,Y,Yes,8,4,4,80,2,36,3,3,8,8,0,7
26,No,Travel_Rarely,1146,Sales,29,3,Technical Degree,1,932,4,Male,86,1,2,Sales Representative,2,Divorced,5883,14853,1,Y,Yes,10,3,1,80,3,5,1,4,5,1,1,5
33,No,Non-Travel,1002,Sales,23,4,Other,1,933,3,Female,59,2,3,Sales Executive,2,Single,15722,24174,5,Y,No,8,3,1,80,2,16,4,3,16,10,2,3
23,Yes,Travel_Rarely,604,Research & Development,10,2,Life Sciences,1,934,4,Female,62,3,5,Research Director,4,Divorced,5508,6342,5,Y,Yes,20,4,4,80,1,1,4,2,1,1,1,1
39,Yes,Non-Travel,560,Sales,17,1,Other,1,935,4,Female,40,4,3,Sales Manager,1,Divorced,14206,3249,3,Y,No,25,3,1,80,1,22,0,3,10,4,4,10
55,No,Travel_Rarely,209,Research & Development,7,4,Human Resources,1,936,1,Male,94,2,3,Manufacturing Director,2,Divorced,4732,18029,2,Y,No,12,3,4,80,0,37,6,1,4,4,2,4
47,No,Travel_Rarely,215,Sales,1,1,Life Sciences,1,937,2,Female,62,1,5,Sales Executive,1,Married,8438,10983,7,Y,Yes,15,3,2,80,3,30,5,4,10,6,1,6
53,No,Travel_Frequently,1338,Sales,13,3,Other,1,938,3,Male,56,3,2,Sales Executive,1,Single,2278,10950,7,Y,No,18,4,2,80,2,34,6,2,2,2,0,2
24,Yes,Non-Travel,305,Human Resources,2,2,Human Resources,1,939,1,Male,99,1,4,Human Resources,2,Single,3969,12174,5,Y,Yes,10,3,2,80,1,2,6,3,2,2,2,2
53,No,Non-Travel,879,Sales,14,1,Other,1,940,4,Male,31,4,1,Sales Manager,4,Divorced,10045,17265,0,Y,Yes,21,4,2,80,3,32,0,1,18,10,1,8
23,No,Travel_Rarely,543,Sales,8,1,Life Sciences,1,941,1,Female,88,1,4,Sales Executive,1,Divorced,7908,2210,4,Y,No,21,4,3,80,0,5,2,3,5,1,1,2
44,No,Travel_Frequently,338,Sales,6,5,Technical Degree,1,942,2,Female,94,4,4,Sales Representative,3,Single,16619,18399,7,Y,No,18,3,4,80,0,25,1,1,16,2,2,8
42,No,Travel_Rarely,386,Sales,4,2,Life Sciences,1,943,1,Female,57,4,4,Sales Representative,3,Divorced,7435,24524,3,Y,Yes,25,4,3,80,1,24,3,4,17,8,4,1
31,No,Non-Travel,564,Research & Development,22,3,Other,1,944,4,Male,44,2,4,Research Scientist,3,Single,18756,21692,4,Y,No,17,4,4,80,3,10,6,1,4,4,2,4
42,Yes,Non-Travel,261,Research & Development,1,5,Technical Degree,1,945,2,Female,74,1,4,Laboratory Technician,4,Divorced,9438,20895,4,Y,Yes,10,3,1,80,1,24,2,4,8,8,3,7
20,No,Non-Travel,354,Human Resources,18,4,Other,1,946,4,Female,96,1,5,Human Resources,4,Single,17722,8310,7,Y,No,5,3,1,80,0,1,2,4,1,1,1,1
51,No,Travel_Rarely,938,Human Resources,6,4,Marketing,1,947,1,Female,72,1,5,Manager,4,Divorced,19900,15680,2,Y,No,16,3,1,80,0,29,1,4,16,2,1,5
33,Yes,Travel_Rarely,1346,Research & Development,15,2,Life Sciences,1,948,2,Male,82,1,4,Healthcare Representative,1,Married,11997,9140,2,Y,Yes,20,3,4,80,2,16,5,2,14,2,2,10
31,No,Non-Travel,1062,Sales,13,1,Technical Degree,1,949,3,Male,97,1,2,Sales Representative,1,Married,4519,12794,3,Y,Yes,13,3,2,80,1,14,5,4,7,7,1,4
36,No,Travel_Frequently,1336,Research & Development,20,3,Human Resources,1,950,4,Female,49,1,4,Research Director,3,Divorced,9137,6767,9,Y,Yes,15,4,1,80,1,18,2,2,4,3,3,4
34,No,Non-Travel,300,Human Resources,4,2,Life Sciences,1,951,1,Female,56,2,2,Human Resources,3,Married,10460,20181,8,Y,Yes,13,4,4,80,3,15,6,2,8,8,4,6
18,Yes,Travel_Frequently,165,Human Resources,19,4,Human Resources,1,952,3,Female,52,2,5,Manager,1,Divorced,11095,5526,6,Y,Yes,19,4,4,80,0,1,4,4,1,1,1,1
31,Yes,Travel_Frequently,371,Sales,5,4,Medical,1,953,2,Male,51,1,1,Sales Representative,1,Divorced,12014,23179,1,Y,Yes,10,4,4,80,3,12,1,2,8,5,0,3
37,No,Non-Travel,853,Human Resources,10,5,Life Sciences,1,954,4,Male,30,4,3,Manager,3,Single,10016,24862,8,Y,No,24,4,1,80,2,17,5,1,5,1,1,5
39,No,Travel_Rarely,179,Human Resources,12,1,Human Resources,1,955,3,Female,70,3,1,Manager,1,Married,17317,12192,3,Y,Yes,25,3,1,80,2,21,3,2,18,10,1,4
22,Yes,Non-Travel,882,Sales,24,2,Marketing,1,956,2,Male,78,2,5,Sales Representative,3,Divorced,17737,16181,9,Y,No,23,4,2,80,2,4,4,2,4,1,1,4
34,Yes,Travel_Rarely,1479,Human Resources,5,5,Medical,1,957,2,Male,52,4,5,Human Resources,2,Single,15914,18789,4,Y,No,11,4,3,80,1,17,1,2,5,5,0,5
41,No,Travel_Frequently,885,Sales,14,5,Technical Degree,1,958,4,Male,47,1,3,Sales Manager,3,Divorced,7786,20169,5,Y,Yes,15,4,2,80,0,21,6,3,6,5,3,6
40,Yes,Travel_Frequently,529,Sales,28,5,Human Resources,1,959,3,Male,71,4,3,Sales Manager,1,Divorced,12707,21691,0,Y,Yes,8,4,3,80,3,19,0,4,19,7,6,5
55,No,Travel_Rarely,1306,Human Resources,24,2,Human Resources,1,960,1,Female,98,4,2,Manager,4,Married,16744,22030,9,Y,Yes,23,4,1,80,2,38,5,4,13,7,6,7
45,No,Non-Travel,834,Sales,26,3,Human Resources,1,961,1,Male,83,3,1,Sales Executive,4,Single,17742,16160,8,Y,No,15,3,1,80,0,25,3,1,15,2,2,7
34,No,Travel_Frequently,936,Research & Development,17,3,Other,1,962,2,Male,59,1,5,Research Director,3,Single,15400,17875,5,Y,No,15,4,2,80,3,12,0,4,9,6,0,6
52,Yes,Non-Travel,716,Sales,28,4,Life Sciences,1,963,3,Male,95,2,2,Sales Executive,2,Married,14333,4337,3,Y,No,25,4,4,80,2,34,5,1,11,8,6,3
50,Yes,Travel_Rarely,103,Research & Development,18,1,Other,1,964,4,Female,67,2,1,Research Scientist,4,Single,8828,23060,9,Y,No,21,4,3,80,1,31,6,4,20,6,1,10
31,Yes,Travel_Rarely,600,Research & Development,10,4,Medical,1,965,2,Female,59,2,4,Laboratory Technician,2,Married,14370,5439,4,Y,No,22,3,3,80,1,10,5,4,10,5,5,9
21,No,Travel_Rarely,1010,Sales,29,1,Technical Degree,1,966,3,Female,98,4,3,Sales Representative,4,Single,14858,12261,6,Y,No,6,4,3,80,3,1,5,3,1,1,1,1
36,No,Non-Travel,676,Research & Development,25,5,Marketing,1,967,4,Female,33,4,4,Manufacturing Director,4,Single,17575,10688,3,Y,No,9,3,3,80,2,17,2,1,13,8,6,9
37,Yes,Non-Travel,831,Research & Development,21,3,Technical Degree,1,968,3,Male,94,3,1,Laboratory Technician,2,Single,15055,6915,0,Y,Yes,12,4,3,80,0,19,2,4,9,1,1,6
29,No,Travel_Rarely,1297,Sales,15,2,Technical Degree,1,969,3,Male,76,4,1,Sales Executive,1,Divorced,12081,15808,0,Y,No,7,3,1,80,0,11,5,1,3,2,0,3
46,No,Travel_Rarely,1045,Sales,14,4,Life Sciences,1,970,1,Female,82,2,3,Sales Manager,3,Married,11196,15103,1,Y,No,25,4,2,80,3,28,3,3,14,9,7,1
55,Yes,Travel_Frequently,685,Human Resources,8,5,Other,1,971,4,Female,32,2,3,Human Resources,2,Single,15854,12339,3,Y,Yes,13,4,2,80,1,33,2,1,6,6,2,6
31,No,Travel_Rarely,1124,Research & Development,28,4,Technical Degree,1,972,3,Male,73,3,4,Research Director,2,Divorced,16869,7493,3,Y,No,13,4,1,80,2,10,2,2,10,10,1,5
19,No,Non-Travel,517,Sales,18,2,Human Resources,1,973,1,Male,41,2,2,Sales Manager,2,Divorced,5129,8670,6,Y,No,16,3,3,80,2,1,1,3,1,1,1,1
44,No,Travel_Frequently,1282,Research & Development,6,1,Marketing,1,974,3,Female,96,4,5,Healthcare Representative,3,Divorced,3896,11947,1,Y,No,7,3,1,80,2,25,3,4,18,10,5,6
29,No,Travel_Frequently,487,Human Resources,29,2,Life Sciences,1,975,2,Male,63,3,3,Human Resources,1,Divorced,14621,6165,0,Y,Yes,24,3,3,80,0,12,5,4,2,2,1,2
21,Yes,Travel_Rarely,780,Sales,3,1,Human Resources,1,976,3,Male,75,1,4,Sales Executive,2,Single,4747,13876,1,Y,No,11,3,1,80,1,1,0,2,1,1,1,1
46,Yes,Travel_Rarely,586,Human Resources,20,1,Other,1,977,1,Female,69,2,1,Human Resources,2,Divorced,16160,12667,8,Y,Yes,14,3,4,80,3,26,2,3,11,6,6,7
37,Yes,Travel_Frequently,374,Sales,20,1,Life Sciences,1,978,2,Male,45,4,4,Sales Executive,2,Divorced,10193,15254,1,Y,No,22,3,1,80,3,15,2,4,2,2,2,2
42,No,Travel_Frequently,365,Research & Development,1,1,Human Resources,1,979,2,Female,46,1,4,Research Director,2,Single,18130,20063,0,Y,No,25,4,2,80,0,22,0,1,19,4,2,6
35,Yes,Non-Travel,778,Research & Development,5,4,Other,1,980,1,Female,95,4,2,Research Director,4,Divorced,3464,23054,9,Y,Yes,5,3,1,80,3,15,4,3,3,3,3,3
29,Yes,Travel_Rarely,1399,Sales,23,4,Marketing,1,981,4,Female,94,4,3,Sales Representative,3,Single,4733,21150,9,Y,No,21,4,2,80,3,9,0,1,2,2,0,2
40,Yes,Travel_Frequently,897,Human Resources,29,2,Human Resources,1,982,1,Female,36,2,5,Manager,1,Single,8750,15654,6,Y,No,25,3,1,80,3,20,4,2,14,10,3,2
35,Yes,Non-Travel,603,Sales,17,3,Other,1,983,1,Female,51,1,5,Sales Executive,3,Divorced,12572,20662,0,Y,Yes,14,4,4,80,0,14,2,1,11,2,2,9
